time_element,username,post_text,thread_page,post_text_cleaned
5:55:00 PM,Whiterock H0rn,  BroadwayBum said:       This broadcast has been dogshit. No down and distance showing some times and just guessing who’s taking timeouts instead of just watching the refs.  Fox needs to stop worrying about cartoon logos on their graphics and start worrying about more important shit.    Click to expand...  It is as bad as I’ve seen. Add jumping back into plays late (after they start). Dog doodoo.,24,It is as bad as I’ve seen. Add jumping back into plays late (after they start). Dog doodoo.
5:55:00 PM,ttu_porters,  Rover82 said:       Auburn about to lose to New Mexico State!    Click to expand...  I guess the Auburn gonna lose to the Aggies twice,24,I guess the Auburn gonna lose to the Aggies twice
5:56:00 PM,TechFan88,Brooks is averaging 12 yards a carry. But we only gave him the ball 6 times.  Time of possession  UCF 20:11 TTU 9:49  UCF - 47 offensive plays TTU - 26 offensive plays.  No wonder our defense is tired.,24,Brooks is averaging 12 yards a carry. But we only gave him the ball 6 times. Time of possession UCF 20:11 TTU 9:49 UCF - 47 offensive plays TTU - 26 offensive plays. No wonder our defense is tired.
5:56:00 PM,DWDJR,  GrimTrader said:       Nearly got an interception and at worse they still held them to a FG that drive. UCF has a good offense so 14 or 17 points isn't a terrible first half. It's not quite as good as normal but they have settled down a bit. Remember one of those TDs is more a special teams TD than a defensive one.    Click to expand...  I will give you can blame one drive on special teams with the fake field goal but they are moving at will. We are losing at the line of scrimmage. And Boog and Rabbit both went out in that second quarter. There’s nothing that makes me think the defense is close to figuring it out this game. This is gonna turn into a shootout without wholesale adjustments.,25,I will give you can blame one drive on special teams with the fake field goal but they are moving at will. We are losing at the line of scrimmage. And Boog and Rabbit both went out in that second quarter. There’s nothing that makes me think the defense is close to figuring it out this game. This is gonna turn into a shootout without wholesale adjustments.
5:56:00 PM,Froda,We’ve only run 26 plays. They have 47. And our defense is dropping like flies. We do have 253 yards on those 26 plays though. Hopefully we can force some 3 and outs or grab a turnover or 2 or we’re gonna wear down.,25,We’ve only run 26 plays. They have 47. And our defense is dropping like flies. We do have 253 yards on those 26 plays though. Hopefully we can force some 3 and outs or grab a turnover or 2 or we’re gonna wear down.
5:57:00 PM,mxraider,"If the current results around the BIGXII hold, and tech Pulls this out and KU and ISU win,  we enter the final game of the season with a chance to play in the CCG.",25,"If the current results around the BIGXII hold, and tech Pulls this out and KU and ISU win, we enter the final game of the season with a chance to play in the CCG."
5:57:00 PM,CowtownRedRaider,McGuire has never been tied at half in his tenure at Tech??  ,25,McGuire has never been tied at half in his tenure at Tech??
5:57:00 PM,mxraider,  Froda said:       We’ve only run 26 plays. They have 47. And our defense is dropping like flies. We do have 253 yards on those 26 plays though. Hopefully we can force some 3 and outs or grab a turnover or 2 or we’re gonna wear down.    Click to expand...  Just score on the first drive and put some pressure on them.,25,Just score on the first drive and put some pressure on them.
5:58:00 PM,GrimTrader,  DWDJR said:       I will give you can blame one drive on special teams with the fake field goal but they are moving at will. We are losing at the line of scrimmage. And Boog and Rabbit both went out in that second quarter. There’s nothing that makes me think the defense is close to figuring it out this game. This is gonna turn into a shootout without wholesale adjustments.    Click to expand...  I don't judge this defense by yards given up anymore. It finds ways to get stops when it matters and despite allowing them to drive have found ways to limit them scoring.,25,I don't judge this defense by yards given up anymore. It finds ways to get stops when it matters and despite allowing them to drive have found ways to limit them scoring.
5:59:00 PM,Bettycawkder,  mxraider said:       Just score on the first drive and put some pressure on them.    Click to expand...   That's a big ask,25,That's a big ask
5:59:00 PM,TxTech08,  CowtownRedRaider said:       McGuire has never been tied at half in his tenure at Tech??   View embedded media   Click to expand...  Wat. Says he's 2-8.,25,Wat. Says he's 2-8.
6:01:00 PM,DWDJR,Never return kicks. Fair catch everything.,25,Never return kicks. Fair catch everything.
6:01:00 PM,DCSteveJ913,"  BroadwayBum said:       This broadcast has been dogshit. No down and distance showing some times and just guessing who’s taking timeouts instead of just watching the refs.  Fox needs to stop worrying about cartoon logos on their graphics and start worrying about more important shit.    Click to expand...  I listen to the game of the Varsity Network App LIVE | Brian, John and Chris take you Behind the Mic for Texas Tech and UCF. #WreckEm",25,"I listen to the game of the Varsity Network App LIVE | Brian, John and Chris take you Behind the Mic for Texas Tech and UCF. #WreckEm"
6:01:00 PM,blackswarm93,More Tharp please,25,More Tharp please
6:01:00 PM,Guardians4312,That’s gotta be like the 55th penalty on Loic on special teams right?,25,That’s gotta be like the 55th penalty on Loic on special teams right?
6:02:00 PM,ttu_porters,Thanks Louic,25,Thanks Louic
6:03:00 PM,NYRaider,Brady Boyd getting some run.,25,Brady Boyd getting some run.
6:04:00 PM,NYRaider,We never score coming out of the half.,25,We never score coming out of the half.
6:04:00 PM,MJRaider,Catch the GD ball  This team isn't good enough to take anything.,25,Catch the GD ball This team isn't good enough to take anything.
6:04:00 PM,wreckemtech5,Catch the ball,25,Catch the ball
6:04:00 PM,DWDJR,Every single one of us knew this was a drive we absolutely had to have. Essentially a drive for the season with where we are at bowl wise.   Damn near a 3 and out,25,Every single one of us knew this was a drive we absolutely had to have. Essentially a drive for the season with where we are at bowl wise. Damn near a 3 and out
6:05:00 PM,OGRaiderRed,WRs/DBs don’t let the ball hit you on the hands and not catch it challenge: Impossible,25,WRs/DBs don’t let the ball hit you on the hands and not catch it challenge: Impossible
6:05:00 PM,mxraider,  Bettycawkder said:       That's a big ask    Click to expand...  Indeed. Kittley refuses to score out of halftime. It’s to the point I don’t know why we defer.,25,Indeed. Kittley refuses to score out of halftime. It’s to the point I don’t know why we defer.
6:05:00 PM,TTUfirebird2008,UCF is getting a lot of lucky breaks,25,UCF is getting a lot of lucky breaks
6:05:00 PM,rimbo74,Kittley plans for 2 drives,25,Kittley plans for 2 drives
6:05:00 PM,AustinRaider6,"I’m not a fan of Eakin from what I’ve seen.  He drops the ball all the time (and in very crucial positions/plays), hardly ever gets as many yards as he could, and is really soft on contact.  Maybe he will turn it around in the future.",25,"I’m not a fan of Eakin from what I’ve seen. He drops the ball all the time (and in very crucial positions/plays), hardly ever gets as many yards as he could, and is really soft on contact. Maybe he will turn it around in the future."
6:05:00 PM,Tortilla_Lord,Hudson can’t get here soon enough. I don’t care to keep 3/4 of the current room.,25,Hudson can’t get here soon enough. I don’t care to keep 3/4 of the current room.
6:05:00 PM,GrimTrader,The receivers have been garbage this year in terms of drops on third down.,25,The receivers have been garbage this year in terms of drops on third down.
6:05:00 PM,MJRaider,  DWDJR said:       Every single one of us knew this was a drive we absolutely had to have. Essentially a drive for the season with where we are at bowl wise.  Damn near a 3 and out    Click to expand...  Not good enough to take it as Level says.,25,Not good enough to take it as Level says.
6:05:00 PM,jbryanford,Players have to execute.... would have run on second down though... but gotta make that catch on third.,25,Players have to execute.... would have run on second down though... but gotta make that catch on third.
6:05:00 PM,B. Golan,Great punt to flip the field. Need a stop to get the ball back in favorable field position.,25,Great punt to flip the field. Need a stop to get the ball back in favorable field position.
6:05:00 PM,chaseallen_44,The receivers have absolutely killed Tech tonight.,25,The receivers have absolutely killed Tech tonight.
6:06:00 PM,CumberlandBlues,I’ve seen HS wideouts recently with better hands than our guys.,25,I’ve seen HS wideouts recently with better hands than our guys.
6:06:00 PM,TechRocks,3rd down drops on easy passes. Eakin with a big drop last week and again today.,25,3rd down drops on easy passes. Eakin with a big drop last week and again today.
6:06:00 PM,jbryanford,  GrimTrader said:       The receivers have been garbage this year in terms of drops on third down.    Click to expand...  Certainly not optimal at times.,25,Certainly not optimal at times.
6:06:00 PM,TxTech08,"  AustinRaider6 said:       I’m not a fan of Eakin from what I’ve seen.  He drops the ball all the time, hardly ever gets as many yards as he could on a play, and is really soft on contact.  Maybe he will turn it around in the future    Click to expand...  You've had some hot takes today but this might be your best. He's been the only consistent WR all year.",25,You've had some hot takes today but this might be your best. He's been the only consistent WR all year.
6:06:00 PM,Guardians4312,I swear to god our 3rd down percentage would be at least .100 higher if they didn’t have pan hands,25,I swear to god our 3rd down percentage would be at least .100 higher if they didn’t have pan hands
6:06:00 PM,RaiderRam,  TTUfirebird2008 said:       UCF is getting a lot of lucky breaks    Click to expand...  So have we.,25,So have we.
6:07:00 PM,rlamaster,Is it just me or is UCF the chippiest/borderline dirty team we have played except Houston? Always some little BS in the pile and after the play?,25,Is it just me or is UCF the chippiest/borderline dirty team we have played except Houston? Always some little BS in the pile and after the play?
6:07:00 PM,Richards279,Have success with Tahj and then 3 straight pass plays,25,Have success with Tahj and then 3 straight pass plays
6:07:00 PM,J. Ramirez,Rabbit is on the sideline on the stationary bike,25,Rabbit is on the sideline on the stationary bike
6:07:00 PM,AustinRaider6,  TxTech08 said:       You've had some hot takes today but this might be your best. He's been the only consistent WR all year.    Click to expand...  Dude he’s not even played half the year.  Wtf are you even talking about,25,Dude he’s not even played half the year. Wtf are you even talking about
6:07:00 PM,GrimTrader,  TxTech08 said:       You've had some hot takes today but this might be your best. He's been the only consistent WR all year.    Click to expand...  I'd say it's more a case of the tallest midget argument. He's been okay but nothing amazing.,26,I'd say it's more a case of the tallest midget argument. He's been okay but nothing amazing.
6:07:00 PM,blackswarm93,"There have been a couple of surprisingly good catches tonight, but also two very bad drops. Both stopped drives",26,"There have been a couple of surprisingly good catches tonight, but also two very bad drops. Both stopped drives"
6:07:00 PM,chaseallen_44,  mxraider said:       Indeed. Kittley refuses to score out of halftime. It’s to the point I don’t know why we defer.    Click to expand...  Man you cannot blame that drive on Kittley. Not his fault the receiver dropped it.,26,Man you cannot blame that drive on Kittley. Not his fault the receiver dropped it.
