time_element,username,post_text,thread_page,post_text_cleaned,Sentiment
9:01 PM,ehartin,Getting spanked like this after all the talk this offseason is no fun.   We have some work to do.,35,Getting spanked like this after all the talk this offseason is no fun.   We have some work to do.,negative
9:01 PM,chaseallen_44,  jtpmd46 said:       Think I am done with Red Raider Sports    Click to expand...  Oh darn haha. Tell me exactly how/why were mad at @B. Golan ?,35,Oh darn haha. Tell me exactly how/why were mad at @B. Golan ?,negative
9:01 PM,bustossa,"McGuire better not say ANYTHING before the beginning of nxt season, shut the he!! up and hope and pray youre not in the hot seat after nxt seasonI feel like such a jack wagon buying in to his bs in the offseason",35,"McGuire better not say ANYTHING before the beginning of nxt season, shut the he!! up and hope and pray youre not in the hot seat after nxt seasonI feel like such a jack wagon buying in to his bs in the offseason",negative
9:01 PM,Fearless Matador,  NYRaider said:       Texas has more track dudes than us on the field.    Click to expand...  Yet somehow their dudes have been coaches on how to play football.,35,Yet somehow their dudes have been coaches on how to play football.,negative
9:01 PM,raiderpower_HTX,  RaiderSeymore said:       This is the worst offense.  No plan.  No scheme.  Just a toddler who got a job and a headset.    Click to expand...  He coached Zappe though,35,He coached Zappe though,positive
9:01 PM,Time To Win,  yanceyRedRaider said:       There we go again with the iso Eakin play on 3rd and long. Is this a joke?    Click to expand...  Eakin is a very fast 4.8 40,35,Eakin is a very fast 4.8 40,positive
9:01 PM,Hammerof1God,"Mid ass, middling ass team. Air Force is going to break it off in our wild blue yonder in the Armed Forces Bowl too.",35,"Mid ass, middling ass team. Air Force is going to break it off in our wild blue yonder in the Armed Forces Bowl too.",negative
9:01 PM,EthanTTU,  jtpmd46 said:       Think I am done with Red Raider Sports    Click to expand...  Im with you.,35,Im with you.,positive
9:01 PM,TylerHolloway,"  NYRaider said:       Glad we were prepared coming out of the half. No penalty for the peace sign from 7 which has been called at EVERY ****ING LEVEL this year.    Click to expand...  Textbook taunting. But remember, the refs are out to get UT this year.",35,"Textbook taunting. But remember, the refs are out to get UT this year.",negative
9:01 PM,B. Golan,  EthanTTU said:       Lol @ credit analyst. Just a bank teller with a different title..you should be fired along with kittley.    Click to expand...     ,35,   ,none
9:01 PM,Bettycawkder,  jtpmd46 said:       Think I am done with Red Raider Sports    Click to expand...   We always have baseball. We aren't pussies in that sport or one hit wonders.,35, We always have baseball. We aren't pussies in that sport or one hit wonders.,positive
9:01 PM,TxTech08,Morton is not good. Hopefully Hammond is because if not it's going to be a long few years,35,Morton is not good. Hopefully Hammond is because if not it's going to be a long few years,negative
9:01 PM,dondrade91,this is unbearable to watch. We ****ing suck.,35,this is unbearable to watch. We ****ing suck.,negative
9:02 PM,txtechx,good gosh. Morton and WRs are inept. I'm looking for something positive but....,35,good gosh. Morton and WRs are inept. I'm looking for something positive but....,positive
9:02 PM,PHF_TTU,"Kittley and Juice need to be packing 100%, you can deal with the rest.",35,"Kittley and Juice need to be packing 100%, you can deal with the rest.",positive
9:02 PM,Chrome21,"  CYoung512 said:       They checked out after beating UCF    Click to expand...  No, Tech sees the size and speed of Texas and the Longhorn they wanted to be just beats the shit out of them. I've watched the same thing since 97. Ignore the portal years, all our Texas guys wanted to be horns, now think about the effort they going to give getting demolished early. None. They're mind****ed. Always have been.  Georgia Tech vs UGA is a eerily similarly to Texas Tech vs Texas",35,"No, Tech sees the size and speed of Texas and the Longhorn they wanted to be just beats the shit out of them. I've watched the same thing since 97. Ignore the portal years, all our Texas guys wanted to be horns, now think about the effort they going to give getting demolished early. None. They're mind****ed. Always have been.  Georgia Tech vs UGA is a eerily similarly to Texas Tech vs Texas",negative
9:02 PM,bobbyo9677,"  J. Apodaca said:       goodnight    Click to expand...  Yep, keep the guys healthy at this point",35,"Yep, keep the guys healthy at this point",positive
9:03 PM,Guardians4312,Yea thats it for me man.   See you guys for the bowl game.,35,Yea thats it for me man.   See you guys for the bowl game.,positive
9:03 PM,GrimTrader,"  mattmav45 said:    @B. Golan will defend Kittley no matter what. At this point its ego-driven over anything else because if not, the guy is simply stupid as fck at analyzing sports.  Simplyhes a bank teller/loan officer working in DFW masquerading as a sports analyst/reporter.  LMAO, plain and simple.    Click to expand...    ",35,  ,none
9:03 PM,Fight r8rs Fight!,About what expected and I still paid a stupid amount for tickets. Im an idiot.,35,About what expected and I still paid a stupid amount for tickets. Im an idiot.,negative
9:03 PM,B. Golan,  Fearless Matador said:       Maybe we need to stop recruiting track times and find some football players    Click to expand...  The track guys are freshman and seniors in HS.  Comment makes no sense.,35,The track guys are freshman and seniors in HS.  Comment makes no sense.,positive
9:03 PM,NYRaider,  Fearless Matador said:       Yet somehow their dudes have been coaches on how to play football.    Click to expand...  Unfortunately all our track guys are true FR. You should see some of the times the skill guys we have on the field right now ran. Its not great.,35,Unfortunately all our track guys are true FR. You should see some of the times the skill guys we have on the field right now ran. Its not great.,negative
9:03 PM,TylerHolloway,"Oh no, another UT player that cant stand under his own power.   Will be back on the next snap.",35,"Oh no, another UT player that cant stand under his own power.   Will be back on the next snap.",negative
9:03 PM,BKCTTU,Were starting a freshman goat roper at receiver.,35,Were starting a freshman goat roper at receiver.,negative
9:03 PM,82 Matador,We are all time 14-58 against Texas. This is not unusual to get waxed in Austin.,36,We are all time 14-58 against Texas. This is not unusual to get waxed in Austin.,negative
9:04 PM,bobbyo9677,  Path Man said:       I think he is the main issue tbh.    Click to expand...  Sure looks like he is not having any kind of positive impact,36,Sure looks like he is not having any kind of positive impact,positive
9:04 PM,chaseallen_44,  Fearless Matador said:       Maybe we need to stop recruiting track times and find some football players    Click to expand...  If were being honest with ourselves Tech should recruit nothing but slow guys.,36,If were being honest with ourselves Tech should recruit nothing but slow guys.,negative
9:04 PM,B. Golan,  chaseallen_44 said:       Oh darn haha. Tell me exactly how/why were mad at @B. Golan ?    Click to expand...  Analytics and Kittley and track guys and returning kicks and Joey talks too much. What did I miss?,36,Analytics and Kittley and track guys and returning kicks and Joey talks too much. What did I miss?,positive
